,AGE,LENGTH,MAPSCOGRID,SLOPE,SUBAREA,DIAMETER,MATERIAL,PACP,SUBAREA_Encoded,MATERIAL_Encoded,MAPSCOGRID_Encoded
28299,28.3,283,104B,0.004,SC08_04,8,V.C.,2,226,8,38
28300,32.9,160,103H,0.006,SC09_05,6,V.C.,2,233,8,20
28301,25.2,482,103H,0.001,SC09_05,12,V.C.,3,233,8,20
28302,40.4,394,103F,0.0182,SC09_03,6,V.C.,2,231,8,18
28303,40.4,451,103F,0.0195,SC09_03,6,V.C.,2,231,8,18
28304,34.8,84,103G,0.0061,SC09_02,6,V.C.,2,230,8,19
28305,14.0,270,103F,0.0158,SC09_04,8,P.V.C.,2,232,6,18
28306,14.7,284,103E,0.0121,SC09_04,8,P.V.C.,1,232,6,17
28307,32.5,292,104B,0.0131,SC08_04,6,V.C.,2,226,8,38
28308,40.5,158,103G,0.013999999999999999,SC09_03,6,V.C.,2,231,8,19
28309,40.6,347,103F,0.0209,SC09_03,6,V.C.,2,231,8,18
28310,39.4,29,103F,0.0069,SC09_04,6,V.C.,2,232,8,18
28311,69.1,1400,63W,0.0013,CF01_03,48,CONCRETE,3,48,2,497
28312,55.4,280,63X,0.0115,CF01_01,54,CONCRETE,1,46,2,498
28313,6.7,400,87J,0.0043,CF13_01,33,FIBERGLASS,3,120,4,834
28314,0.8,242,76N,0.0006,CF04_01,42,FIBERGLASS,1,63,4,703
28315,25.7,550,102C,0.013000000000000001,CF08_03,27,P.V.C.,2,90,6,3
28316,69.1,1150,63W,0.0014,CF01_03,48,CONCRETE,3,48,2,497
28317,42.2,79,65U,0.0481,VC05_01,8,CONCRETE,2,271,2,538
28318,5.3,234,90S,0.0176,SC08_02,8,H.D.P.E.,1,224,5,913
28319,37.2,314,104C,0.004,SC06_05,8,V.C.,2,214,8,39
28320,38.5,120,103A,0.0213,SC09_03,6,V.C.,2,231,8,13
28321,34.9,334,103G,0.006,SC09_02,6,V.C.,2,230,8,19
28322,40.4,239,103F,0.0092,SC09_03,6,V.C.,2,231,8,18
28323,40.4,402,103B,0.0065,SC09_03,6,V.C.,2,231,8,14
28324,6.7,450,86R,0.0127,CF13_01,30,P.V.C.,2,120,6,827
28325,18.0,70,63U,0.006,BF04_03,8,P.V.C.,1,17,6,495
28326,59.3,38,60Y,0.0055,WF03_03,12,CONCRETE,2,319,2,429
28327,39.4,288,103F,0.006999999999999999,SC09_04,6,V.C.,2,232,8,18
28328,14.0,307,103F,0.0093,SC09_04,8,P.V.C.,2,232,6,18
28329,40.5,66,103F,0.0306,SC09_03,6,V.C.,2,231,8,18
28330,41.3,132,103B,0.0224,SC09_03,6,V.C.,2,231,8,14
28331,51.3,77,61U,0.0007,WF03_01,42,CONCRETE,2,317,2,447
28332,69.0,500,63W,0.0041,CF01_04,48,CONCRETE,4,49,2,497
28333,40.5,96,103F,0.0059,SC09_03,6,V.C.,2,231,8,18
28334,1.2,44,76N,0.0136,CF04_01,42,FIBERGLASS,1,63,4,703
28335,15.7,428,90K,0.0391,CF04_04,8,P.V.C.,1,66,6,906
28336,46.0,280,65X,0.0279,VC05_01,6,CONCRETE,2,271,2,541
28337,4.7,129,34V,0.0626,BF05_03,8,P.V.C.,1,22,6,233
28338,15.2,255,75E,0.1115,WF03_03,8,H.D.P.E.,3,319,5,671
28339,43.9,497,90K,0.0068,CF04_04,8,CONCRETE,2,66,2,906
28340,36.2,624,76Q,0.0103,CF02_04,6,P.V.C.,2,56,6,705
28341,39.9,165,103F,0.0431,SC09_03,6,V.C.,2,231,8,18
28342,40.5,345,103G,0.0388,SC09_03,6,V.C.,2,231,8,19
28343,40.4,262,103F,0.0061,SC09_03,6,V.C.,2,231,8,18
28344,39.1,577,103F,0.0066,SC09_04,6,V.C.,2,232,8,18
28345,39.3,55,103F,0.0291,SC09_04,6,V.C.,2,232,8,18
28346,40.5,145,103G,0.0235,SC09_03,6,V.C.,2,231,8,19
28347,40.4,461,103F,0.0202,SC09_03,12,V.C.,2,231,8,18
28348,40.5,151,103F,0.0942,SC09_03,6,V.C.,2,231,8,18
28349,40.5,721,103B,0.0269,SC09_03,6,V.C.,2,231,8,14
28350,40.5,517,103F,0.0297,SC09_03,6,V.C.,2,231,8,18
28351,40.1,526,103A,0.0233,SC09_03,6,V.C.,2,231,8,13
28352,41.4,133,103B,0.0248,SC09_03,6,V.C.,2,231,8,14
28353,6.7,262,86Q,0.0039,CF13_01,30,P.V.C.,1,120,6,826
28354,11.2,500,67S,0.0433,VC03_01,10,P.V.C.,1,263,6,576
28355,14.9,113,77A,0.0074,CF01_07,8,D.I.,1,52,3,715
28356,61.2,271,79H,0.0183,VC01_05,6,CONCRETE,3,256,2,770
28357,37.8,269,104C,0.0109,SC06_05,6,V.C.,2,214,8,39
28358,41.4,176,103B,0.006,SC09_03,6,V.C.,2,231,8,14
28359,40.4,296,103B,0.0174,SC09_03,6,V.C.,2,231,8,14
28360,40.5,143,103C,0.0321,SC09_03,6,V.C.,2,231,8,15
28361,14.0,100,103F,0.0103,SC09_04,8,P.V.C.,1,232,6,18
28362,40.5,76,103F,0.0059,SC09_03,6,V.C.,2,231,8,18
28363,37.1,391,104C,0.0326,SC06_05,6,V.C.,2,214,8,39
28364,34.9,362,103G,0.01,SC09_02,6,V.C.,2,230,8,19
28365,40.5,390,103B,0.0151,SC09_03,6,V.C.,2,231,8,14
28366,40.6,365,103F,0.0424,SC09_03,6,V.C.,2,231,8,18
28367,40.6,247,103F,0.0428,SC09_03,6,V.C.,2,231,8,18
28368,40.1,669,103F,0.0103,SC09_03,6,V.C.,2,231,8,18
28369,40.5,569,103B,0.01,SC09_03,6,V.C.,2,231,8,14
28370,46.0,396,65X,0.0271,VC05_01,6,CONCRETE,2,271,2,541
28371,59.0,505,74C,0.0032,WF03_03,12,CONCRETE,3,319,2,645
28372,47.5,485,62J,0.0372,MC06_03,6,C.I.,3,172,1,461
28373,5.3,231,90S,0.0182,SC08_02,8,H.D.P.E.,3,224,5,913
28374,8.6,346,90K,0.0051,CF04_04,8,H.D.P.E.,2,66,5,906
28375,8.3,89,65T,0.004,VC05_01,8,P.V.C.,2,271,6,537
28376,45.9,198,65T,0.0015,VC05_01,8,D.I.,2,271,3,537
28377,4.7,191,34V,0.0067,BF05_03,8,P.V.C.,1,22,6,233
28378,4.7,353,34V,0.005,BF05_03,8,P.V.C.,1,22,6,233
28379,11.4,181,90K,0.0104,CF04_04,8,P.V.C.,1,66,6,906
28380,27.6,492,102R,0.006,CF09_02,18,P.V.C.,1,95,6,9
28381,0.8,185,76N,0.0,CF04_01,42,FIBERGLASS,1,63,4,703
28382,51.3,33,61Q,0.0012,WF03_01,42,CONCRETE,3,317,2,443
28383,41.1,253,65U,0.0874,VC05_01,8,CONCRETE,2,271,2,538
28384,41.1,298,65U,0.0487,VC05_01,8,CONCRETE,2,271,2,538
28385,28.2,8,102R,0.0125,CF09_02,8,D.I.,2,95,3,9
28386,27.5,245,102R,0.0062,CF09_04,10,P.V.C.,2,97,6,9
28387,33.8,150,89F,0.1381,CF05_03,6,V.C.,2,72,8,868
28388,18.2,92,73Z,0.0107,CF12_09,12,D.I.,2,119,3,642
28389,13.4,173,33W,0.0421,MC07_01,8,P.V.C.,1,174,6,220
28390,29.3,129,34V,0.011000000000000001,BF05_03,10,P.V.C.,1,22,6,233
28391,12.1,445,32Z,0.0058,MC04_05,8,P.V.C.,2,161,6,215
28392,15.9,467,32Z,0.004,MC04_05,8,P.V.C.,2,161,6,215
28393,29.2,336,33W,0.0208,MC07_01,8,P.V.C.,1,174,6,220
28394,13.8,334,33W,0.0424,MC07_01,8,P.V.C.,1,174,6,220
28395,33.7,383,48L,0.0039,MC02_04,10,V.C.,2,148,8,328
28396,28.2,60,34L,0.0047,BF05_04,30,CONCRETE,1,23,2,230
28397,11.4,179,32T,0.0045,MC05_02,8,P.V.C.,2,163,6,210
28398,11.5,164,32T,0.0205,MC05_02,8,P.V.C.,2,163,6,210
28399,13.6,275,32M,0.0084,MC07_02,8,P.V.C.,2,175,6,204
28400,13.7,128,74B,0.0463,WF04_01,8,P.V.C.,1,322,6,644
28401,26.9,44,74B,0.0005,WF04_01,8,P.V.C.,1,322,6,644
28402,8.7,330,73K,0.0069,CF13_02,12,H.D.P.E.,2,121,5,628
28403,8.8,419,73P,0.0072,CF13_02,12,H.D.P.E.,2,121,5,632
28404,10.5,28,61H,0.0254,WF01_02,8,P.V.C.,2,307,6,437
28405,1.4,210,89K,0.002,CF05_03,8,P.V.C.,1,72,6,872
28406,34.7,178,89F,0.0166,CF05_03,8,D.I.,2,72,3,868
28407,32.5,91,89E,0.0062,CF07_02,6,P.V.C.,2,83,6,867
28408,25.7,14,35W,0.5486,BF05_03,8,P.V.C.,2,22,6,252
28409,11.1,272,49A,0.0049,BF02_04,8,P.V.C.,2,7,6,342
28410,28.2,400,34M,0.0051,BF05_04,30,CONCRETE,2,23,2,231
28411,10.7,158,35U,0.0296,BF09_02,8,P.V.C.,1,42,6,250
28412,11.5,272,35T,0.0139,BF05_03,8,P.V.C.,1,22,6,249
28413,9.6,284,33J,0.0039,MC07_03,8,P.V.C.,1,176,6,218
28414,51.3,75,61Q,0.0009,WF03_01,42,CONCRETE,3,317,2,443
28415,51.3,201,61Q,0.0055,WF03_01,30,C.I.,1,317,1,443
28416,6.7,280,86Q,0.0103,CF13_01,30,P.V.C.,1,120,6,826
28417,6.7,100,86Q,0.012,CF13_01,30,P.V.C.,1,120,6,826
28418,59.0,606,60Y,0.0031,WF03_03,12,CONCRETE,4,319,2,429
28419,13.2,63,75A,0.0162,WF03_03,8,P.V.C.,1,319,6,667
28420,7.6,46,101D,0.0126,CF08_04,8,P.V.C.,1,91,6,0
28421,15.7,49,90K,0.0094,CF04_04,8,P.V.C.,1,66,6,906
28422,59.0,369,74D,0.003,WF03_03,12,CONCRETE,2,319,2,646
28423,10.6,294,103S,0.0269,CF09_02,8,P.V.C.,1,95,6,29
28424,0.4,355,89D,0.0197,CF04_05,8,H.D.P.E.,2,67,5,866
28425,13.7,269,103N,0.0132,CF09_05,8,P.V.C.,1,98,6,25
28426,17.2,92,89F,0.0122,CF05_03,8,P.V.C.,1,72,6,868
28427,11.5,363,35T,0.0062,BF05_03,8,P.V.C.,1,22,6,249
28428,43.2,269,49N,0.0178,BF02_03,8,V.C.,2,6,8,354
28429,59.1,397,60Y,0.003,WF03_03,12,CONCRETE,3,319,2,429
28430,59.2,197,60Y,0.025,WF03_03,12,CONCRETE,3,319,2,429
28431,39.2,20,90K,0.0175,CF04_04,8,CONCRETE,1,66,2,906
28432,37.2,86,79U,0.1109,VC07_05,12,CONCRETE,2,283,2,781
28433,8.9,262,102V,0.0046,CF09_02,18,P.V.C.,1,95,6,11
28434,37.5,190,89F,0.0205,CF05_03,6,V.C.,2,72,8,868
28435,52.2,175,89L,0.0245,CF05_03,8,CONCRETE,2,72,2,873
28436,12.1,430,32Y,0.004,MC04_05,8,P.V.C.,1,161,6,214
28437,11.2,127,67S,0.0109,VC03_01,10,P.V.C.,1,263,6,576
28438,37.3,141,65U,0.0422,VC05_01,8,V.C.,2,271,8,538
28439,59.0,505,60Y,0.003,WF03_03,12,CONCRETE,3,319,2,429
28440,33.0,245,75E,0.0058,WF03_03,6,V.C.,2,319,8,671
28441,4.7,159,34V,0.005,BF05_03,8,P.V.C.,1,22,6,233
28442,24.3,296,62J,0.0226,MC06_03,8,P.V.C.,1,172,6,461
28443,13.5,265,46H,0.0225,MC04_04,8,P.V.C.,1,160,6,284
28444,14.5,257,46R,0.0084,MC04_03,10,P.V.C.,1,159,6,291
28445,12.4,12,60Y,0.0,WF04_01,8,P.V.C.,1,322,6,429
28446,10.9,215,74C,0.0056,WF03_03,8,H.D.P.E.,2,319,5,645
28447,10.0,47,58W,0.004,WF05_04,8,P.V.C.,1,329,6,400
28448,27.9,265,35T,0.0582,BF05_03,12,P.V.C.,2,22,6,249
28449,27.0,74,35X,0.0369,BF05_03,8,D.I.,2,22,3,253
28450,10.9,379,74C,0.0069,WF03_03,8,H.D.P.E.,2,319,5,645
28451,59.0,455,74D,0.0091,WF03_03,12,CONCRETE,3,319,2,646
28452,54.8,738,74D,0.0044,WF03_03,18,CONCRETE,2,319,2,646
28453,4.7,44,34V,0.005,BF05_03,8,P.V.C.,1,22,6,233
28454,4.7,68,34V,0.0052,BF05_03,8,P.V.C.,1,22,6,233
28455,4.7,65,34V,0.01,BF05_03,8,P.V.C.,1,22,6,233
28456,0.1,59,80S,0.0012,VC01_05,42,FIBERGLASS,2,256,4,814
28457,13.2,250,46R,0.0262,MC04_03,8,P.V.C.,2,159,6,291
28458,15.8,87,46Q,0.0037,MC04_02,8,D.I.,2,158,3,290
28459,25.5,388,47S,0.0207,MC04_01,8,V.C.,2,157,8,312
28460,13.3,306,74D,0.0032,WF03_03,10,P.V.C.,2,319,6,646
28461,13.3,284,74D,0.0168,WF03_03,18,P.V.C.,2,319,6,646
28462,11.9,460,47C,0.0063,MC03_04,8,P.V.C.,1,153,6,298
28463,10.6,367,103S,0.0501,CF09_02,8,P.V.C.,1,95,6,29
28464,10.6,226,103S,0.0197,CF09_02,8,P.V.C.,2,95,6,29
28465,13.1,262,103P,0.0334,SC07_06,8,P.V.C.,1,221,6,26
28466,10.6,331,73Q,0.0053,CF13_01,8,P.V.C.,1,120,6,633
28467,0.7,15,76N,0.0007,CF04_01,48,FIBERGLASS,3,63,4,703
28468,41.1,156,65U,0.036000000000000004,VC05_01,8,CONCRETE,2,271,2,538
28469,85.8,117,90K,0.0448,CF04_04,6,CONCRETE,2,66,2,906
28470,17.9,138,75E,0.0083,WF03_03,8,D.I.,2,319,3,671
28471,38.2,344,103J,0.004,SC09_04,8,V.C.,2,232,8,21
28472,13.7,310,103N,0.0118,CF09_05,8,P.V.C.,1,98,6,25
28473,10.6,304,102R,0.0157,CF09_02,18,P.V.C.,1,95,6,9
28474,9.6,286,33J,0.0039,MC07_03,8,P.V.C.,1,176,6,218
28475,1.2,538,76N,0.0057,CF04_01,16,H.D.P.E.,1,63,5,703
28476,6.7,145,86R,0.0039,CF13_01,30,P.V.C.,1,120,6,827
28477,6.7,210,86Q,0.0039,CF13_01,30,P.V.C.,1,120,6,826
28478,59.1,496,60Y,0.003,WF03_03,12,CONCRETE,2,319,2,429
28479,11.0,385,60Y,0.0414,WF03_03,8,H.D.P.E.,2,319,5,429
28480,33.0,105,75E,0.0069,WF03_03,6,V.C.,1,319,8,671
28481,15.2,164,75E,0.0617,WF03_03,8,H.D.P.E.,2,319,5,671
28482,17.9,114,35R,0.0041,BF09_02,8,P.V.C.,1,42,6,247
28483,11.9,49,47C,0.0065,MC03_04,8,P.V.C.,1,153,6,298
28484,10.6,110,103S,0.0029,CF09_02,8,P.V.C.,1,95,6,29
28485,13.1,220,103P,0.017,SC07_06,8,P.V.C.,2,221,6,26
28486,18.9,94,103T,0.003,SC07_06,10,P.V.C.,1,221,6,30
28487,53.4,266,74C,0.0732,WF03_03,6,CONCRETE,3,319,2,645
28488,11.9,263,47C,0.0318,MC03_04,8,P.V.C.,2,153,6,298
28489,10.6,206,103S,0.0436,CF09_02,8,P.V.C.,2,95,6,29
28490,10.6,315,103S,0.0236,CF09_02,8,P.V.C.,2,95,6,29
28491,12.1,457,103N,0.063,CF09_05,8,P.V.C.,1,98,6,25
28492,13.1,213,103P,0.0249,SC07_06,8,P.V.C.,1,221,6,26
28493,16.5,41,103T,0.0054,CF09_03,8,P.V.C.,2,96,6,30
28494,13.0,86,102R,0.0073,CF09_02,8,P.V.C.,2,95,6,9
28495,60.0,336,49W,0.0116,MC02_03,6,CONCRETE,3,147,2,362
28496,11.7,144,35U,0.0346,BF09_02,8,P.V.C.,1,42,6,250
28497,12.1,100,34G,0.004,BF05_06,36,P.V.C.,1,25,6,227
28498,4.7,342,34V,0.0119,BF05_03,8,P.V.C.,1,22,6,233
28499,4.7,77,34V,0.0244,BF05_03,8,P.V.C.,1,22,6,233
28500,13.7,160,103P,0.0038,CF09_05,8,P.V.C.,1,98,6,26
28501,13.7,186,103P,0.0349,CF09_05,8,P.V.C.,1,98,6,26
28502,19.9,32,103U,0.185,SC07_06,8,P.V.C.,1,221,6,31
28503,8.9,19,74D,0.0016,WF03_03,10,P.V.C.,1,319,6,646
28504,11.6,457,35U,0.0072,BF09_02,8,P.V.C.,1,42,6,250
28505,11.6,275,35U,0.0094,BF09_02,8,P.V.C.,1,42,6,250
28506,49.5,495,49K,0.0182,BF02_03,8,V.C.,2,6,8,351
28507,28.2,842,102R,0.0099,CF09_02,18,CONCRETE,1,95,2,9
28508,18.0,504,102R,0.01,CF09_02,15,D.I.,1,95,3,9
28509,18.9,506,103T,0.003,SC07_06,10,P.V.C.,1,221,6,30
28510,19.8,311,103Q,0.005,SC07_06,8,P.V.C.,2,221,6,27
28511,28.7,211,103U,0.0078,SC07_06,10,P.V.C.,1,221,6,31
28512,11.6,167,35U,0.0046,BF09_02,8,P.V.C.,1,42,6,250
28513,6.6,150,87K,0.0029,CF13_01,33,FIBERGLASS,2,120,4,835
28514,13.5,334,46H,0.0158,MC04_04,8,P.V.C.,1,160,6,284
28515,10.6,74,102V,0.0143,CF09_02,8,P.V.C.,1,95,6,11
28516,0.4,255,89D,0.0088,CF04_05,8,H.D.P.E.,2,67,5,866
28517,16.0,53,58V,0.0309,WF05_03,8,P.V.C.,1,328,6,399
28518,18.9,510,103T,0.003,SC07_06,10,P.V.C.,1,221,6,30
28519,15.5,396,103P,0.005,CF09_05,8,P.V.C.,1,98,6,26
28520,13.3,447,74D,0.0038,WF03_03,10,P.V.C.,1,319,6,646
28521,11.6,272,35U,0.0093,BF09_02,8,P.V.C.,1,42,6,250
28522,17.4,44,88B,0.0116,CF12_06,15,P.V.C.,1,116,6,841
28523,10.6,309,103S,0.0202,CF09_02,8,P.V.C.,1,95,6,29
28524,10.6,45,103S,0.0051,CF09_02,8,P.V.C.,1,95,6,29
28525,10.6,218,103S,0.0301,CF09_02,8,P.V.C.,1,95,6,29
28526,8.9,99,74D,0.006999999999999999,WF03_03,10,P.V.C.,2,319,6,646
28527,10.2,320,21X,0.0143,BF09_03,8,P.V.C.,2,43,6,165
28528,28.2,130,34L,0.0039,BF05_06,30,CONCRETE,1,25,2,230
28529,28.2,125,34L,0.0043,BF05_06,30,CONCRETE,1,25,2,230
28530,12.1,19,34G,0.0042,BF05_06,36,P.V.C.,1,25,6,227
28531,38.2,334,103K,0.004,SC09_04,8,V.C.,2,232,8,22
28532,38.2,318,103K,0.0218,SC09_04,8,V.C.,2,232,8,22
28533,23.7,441,88B,0.0096,CF12_06,12,P.V.C.,2,116,6,841
28534,15.5,63,88B,0.0043,CF12_06,12,P.V.C.,1,116,6,841
28535,35.4,77,74X,0.0362,CF12_02,6,V.C.,2,112,8,664
28536,10.6,300,102V,0.0292,CF09_02,8,P.V.C.,1,95,6,11
28537,10.6,231,103S,0.0176,CF09_02,8,P.V.C.,1,95,6,29
28538,13.7,344,103P,0.0234,CF09_05,8,P.V.C.,1,98,6,26
28539,12.1,700,34G,0.0037,BF05_06,36,P.V.C.,2,25,6,227
28540,60.8,245,48Z,0.0306,MC02_02,6,V.C.,2,146,8,341
28541,23.7,64,88B,0.0203,CF12_06,15,P.V.C.,2,116,6,841
28542,23.7,279,88B,0.0132,CF12_06,15,P.V.C.,1,116,6,841
28543,35.9,184,88B,0.035,CF12_06,6,V.C.,2,116,8,841
28544,16.3,350,74X,0.0066,CF12_02,8,C.I.,2,112,1,664
28545,40.5,403,46R,0.0135,MC04_01,21,V.C.,2,157,8,291
28546,11.0,325,74C,0.0225,WF03_03,8,H.D.P.E.,2,319,5,645
28547,10.6,191,103S,0.0186,CF09_02,8,P.V.C.,1,95,6,29
28548,17.4,35,103N,0.0091,CF09_05,10,P.V.C.,2,98,6,25
28549,15.4,137,103P,0.0051,CF09_05,8,P.V.C.,1,98,6,26
28550,13.0,133,102R,0.0358,CF09_02,8,P.V.C.,1,95,6,9
28551,11.7,185,35U,0.0167,BF09_02,8,P.V.C.,1,42,6,250
28552,11.6,202,35U,0.0143,BF09_02,8,P.V.C.,1,42,6,250
28553,11.6,296,35U,0.0253,BF09_02,8,P.V.C.,1,42,6,250
28554,12.1,123,34G,0.0036,BF05_06,36,D.I.,1,25,3,227
28555,11.5,376,21T,0.0105,BF09_03,8,P.V.C.,1,43,6,162
28556,12.0,43,35X,0.0102,BF05_03,8,P.V.C.,1,22,6,253
28557,17.6,98,35R,0.0032,BF09_02,8,D.I.,2,42,3,247
28558,48.6,453,49N,0.005,BF02_03,10,V.C.,2,6,8,354
28559,11.7,248,35U,0.0044,BF09_02,8,P.V.C.,1,42,6,250
28560,60.0,110,49W,0.065,MC02_03,6,CONCRETE,3,147,2,362
28561,18.0,301,35R,0.003,BF09_02,10,P.V.C.,1,42,6,247
28562,11.6,270,35U,0.0259,BF09_02,8,P.V.C.,1,42,6,250
28563,12.9,249,34M,0.0289,BF05_06,8,P.V.C.,1,25,6,231
28564,23.7,555,88B,0.0087,CF12_06,15,P.V.C.,1,116,6,841
28565,9.2,234,62F,0.0213,MC06_01,8,P.V.C.,1,170,6,458
28566,34.9,746,74E,0.0119,WF04_02,10,V.C.,2,323,8,647
28567,61.2,562,79B,0.0578,VC05_03,6,V.C.,3,273,8,764
28568,4.7,458,78Q,0.0273,SC11_04,8,P.V.C.,2,246,6,753
28569,16.6,251,78M,0.009000000000000001,SC10_06,8,H.D.P.E.,3,240,5,750
28570,8.5,34,78K,0.025,SC11_01,6,V.C.,2,243,8,748
28571,6.3,264,78L,0.0076,SC10_06,8,H.D.P.E.,2,240,5,749
28572,28.2,8,102R,0.0125,CF09_02,8,D.I.,2,95,3,9
28573,6.3,563,5U,0.0115,DC02_08,8,P.V.C.,1,137,6,415
28574,15.3,441,106T,0.0066,VC11_01,24,P.V.C.,1,300,6,85
28575,21.1,117,91D,0.0769,SC03_02,8,D.I.,1,194,3,922
28576,9.9,369,91D,0.0374,SC03_02,8,P.V.C.,1,194,6,922
28577,87.6,298,91B,0.0185,SC04_01,6,CONCRETE,2,198,2,920
28578,28.1,149,73N,0.0102,CF13_03,8,V.C.,2,122,8,631
28579,22.6,258,73Q,0.0117,CF13_01,8,P.V.C.,4,120,6,633
28580,16.3,139,74X,0.004,CF12_02,8,C.I.,2,112,1,664
28581,38.5,123,88B,0.0203,CF12_01,6,V.C.,2,111,8,841
28582,65.2,106,75S,0.0253,CF11_06,6,V.C.,2,109,8,683
28583,14.9,151,88H,0.0048,CF07_02,8,P.V.C.,2,83,6,847
28584,11.8,40,88M,0.0103,CF07_02,8,P.V.C.,2,83,6,850
28585,25.7,216,88M,0.003,CF07_02,12,P.V.C.,2,83,6,850
28586,25.2,18,88L,0.0556,CF07_02,8,P.V.C.,2,83,6,849
28587,12.5,25,88M,0.0312,CF07_02,8,P.V.C.,1,83,6,850
28588,15.8,547,77A,0.004,CF01_07,15,P.V.C.,2,52,6,715
28589,4.7,232,34V,0.0103,BF05_03,8,P.V.C.,1,22,6,233
28590,4.7,245,34V,0.01,BF05_03,8,P.V.C.,1,22,6,233
28591,39.2,485,90K,0.0057,CF04_04,8,CONCRETE,2,66,2,906
28592,56.9,202,60Q,0.0475,WF03_05,6,P.V.C.,3,321,6,424
28593,10.6,95,58T,0.0376,WF05_03,8,P.V.C.,1,328,6,397
28594,13.0,359,60X,0.0089,WF04_01,24,D.I.,1,322,3,428
28595,65.7,65,63A,0.0831,MC02_05,6,CONCRETE,4,149,2,477
28596,17.4,97,88B,0.0038,CF12_06,15,P.V.C.,1,116,6,841
28597,10.6,530,102V,0.0061,CF09_02,18,P.V.C.,1,95,6,11
28598,12.1,175,34G,0.0038,BF05_06,36,P.V.C.,2,25,6,227
28599,15.5,284,88B,0.0039,CF12_06,12,P.V.C.,1,116,6,841
28600,26.3,161,88B,0.02,CF12_01,8,P.V.C.,2,111,6,841
28601,26.3,89,88B,0.0281,CF12_01,8,P.V.C.,2,111,6,841
28602,26.3,110,88B,0.004,CF12_01,8,P.V.C.,2,111,6,841
28603,15.1,420,74W,0.0129,CF12_06,8,P.V.C.,2,116,6,663
28604,19.9,394,88B,0.0038,CF12_06,12,P.V.C.,2,116,6,841
28605,26.4,256,74Y,0.0021,CF12_02,15,P.V.C.,2,112,6,665
28606,34.0,177,88B,0.0509,CF12_01,6,V.C.,2,111,8,841
28607,26.3,103,88B,0.0048,CF12_01,8,D.I.,2,111,3,841
28608,49.5,450,88F,0.0032,CF12_01,30,CONCRETE,2,111,2,845
28609,26.3,201,88B,0.0328,CF12_01,8,P.V.C.,2,111,6,841
28610,10.5,254,72A,0.0312,CF14_02,8,P.V.C.,1,125,6,604
28611,36.3,468,32J,0.0797,MC05_01,6,P.V.C.,2,162,6,201
28612,67.3,132,62W,0.022000000000000002,WF02_03,6,V.C.,2,314,8,473
28613,10.6,136,102V,0.0049,CF09_02,8,P.V.C.,1,95,6,11
28614,59.7,159,89F,0.0098,CF05_03,12,D.I.,2,72,3,868
28615,14.1,288,89K,0.0156,CF05_03,8,P.V.C.,2,72,6,872
28616,14.1,227,89K,0.0385,CF05_03,8,P.V.C.,2,72,6,872
28617,48.7,440,89L,0.0262,CF05_03,6,V.C.,2,72,8,873
28618,49.9,289,89K,0.004,CF05_04,8,V.C.,3,73,8,872
28619,43.9,498,90K,0.0075,CF04_04,8,CONCRETE,2,66,2,906
28620,53.4,306,74C,0.0856,WF03_03,6,CONCRETE,2,319,2,645
28621,32.7,215,89J,0.005,CF07_02,8,V.C.,2,83,8,871
28622,46.4,385,89F,0.0355,CF05_03,6,V.C.,3,72,8,868
28623,52.2,76,89L,0.0199,CF05_03,8,CONCRETE,3,72,2,873
28624,32.4,100,89E,0.0093,CF07_02,6,V.C.,2,83,8,867
28625,23.3,191,89E,0.004,CF07_02,8,P.V.C.,2,83,6,867
28626,22.7,160,89K,0.042,CF05_03,8,P.V.C.,1,72,6,872
28627,23.6,113,71U,0.0024,CF14_03,21,P.V.C.,2,126,6,600
28628,6.2,495,72A,0.0051,WF05_05,8,P.V.C.,1,330,6,604
28629,15.1,58,74W,0.0057,CF12_06,8,P.V.C.,1,116,6,663
28630,43.6,9,88C,0.0278,CF12_01,12,CONCRETE,3,111,2,842
28631,24.3,325,62J,0.0289,MC06_03,8,P.V.C.,2,172,6,461
28632,15.2,202,75E,0.0886,WF03_03,8,H.D.P.E.,2,319,5,671
28633,10.6,9,102V,0.0056,CF09_02,8,P.V.C.,2,95,6,11
28634,10.6,93,102V,0.0057,CF09_02,18,P.V.C.,1,95,6,11
28635,36.7,79,89K,0.0062,CF05_03,6,V.C.,3,72,8,872
28636,37.5,134,89F,0.0313,CF05_03,6,V.C.,3,72,8,868
28637,50.4,66,89L,0.0042,CF05_03,6,V.C.,3,72,8,873
28638,49.8,625,89K,0.0038,CF05_03,6,V.C.,3,72,8,872
28639,7.5,550,71R,0.0039,PCF15_01,36,P.V.C.,1,178,6,599
28640,7.5,100,71R,0.0023,PCF15_01,36,FIBERGLASS,1,178,4,599
28641,19.8,164,103Q,0.0051,SC07_06,8,P.V.C.,1,221,6,27
28642,26.3,329,88B,0.0258,CF12_01,8,P.V.C.,2,111,6,841
28643,26.3,232,88B,0.0214,CF12_01,8,P.V.C.,2,111,6,841
28644,26.3,69,88B,0.0099,CF12_01,8,P.V.C.,2,111,6,841
28645,11.8,164,88M,0.0104,CF07_02,8,P.V.C.,2,83,6,850
28646,11.8,51,88M,0.0161,CF07_02,8,D.I.,2,83,3,850
28647,25.7,18,88M,0.01,CF07_02,12,P.V.C.,2,83,6,850
28648,22.5,45,88Q,0.0304,CF07_03,8,P.V.C.,2,84,6,853
28649,22.5,397,88Q,0.0187,CF07_03,8,P.V.C.,1,84,6,853
