,AGE,LENGTH,MAPSCOGRID,SLOPE,SUBAREA,DIAMETER,MATERIAL,PACP,SUBAREA_Encoded,MATERIAL_Encoded,MAPSCOGRID_Encoded
357,4.2,9,19Z,0.0044,BF05_08,8,P.V.C.,1,27,6,145
358,14.3,241,76D,0.0078,CF01_04,30,D.I.,1,49,3,694
359,20.5,95,63W,0.0221,CF01_07,10,H.D.P.E.,1,52,5,497
360,13.8,230,76D,0.0022,CF01_04,30,D.I.,1,49,3,694
361,49.6,101,91C,0.003,SC03_01,45,CONCRETE,5,193,2,921
362,43.6,1053,64C,0.0025,BF02_01,35,CONCRETE,3,4,2,508
363,30.6,360,66D,0.0064,BF01_03,8,P.V.C.,1,2,6,545
364,18.0,187,78H,0.006999999999999999,SC10_05,8,H.D.P.E.,1,239,5,746
365,4.0,182,63Z,0.0032,BF04_01,8,P.V.C.,1,15,6,500
366,13.8,359,67Q,0.071,VC02_01,8,P.V.C.,1,258,6,574
367,6.0,95,74Y,0.0011,CF12_02,10,P.V.C.,1,112,6,665
368,8.3,104,65U,0.0032,VC05_01,16,D.I.,2,271,3,538
369,31.6,356,102D,0.0095,CF07_06,6,V.C.,2,87,8,4
370,2.9,150,90N,0.0087,CF06_07,8,P.V.C.,1,81,6,909
371,2.9,450,90N,0.0378,CF06_07,8,P.V.C.,1,81,6,909
372,2.9,293,90N,0.0149,CF06_07,8,P.V.C.,1,81,6,909
373,2.9,21,90N,0.0276,CF06_07,8,P.V.C.,1,81,6,909
374,7.6,88,21L,0.0225,DC02_04,8,P.V.C.,2,133,6,156
375,2.9,30,90N,0.02,CF06_07,8,P.V.C.,1,81,6,909
376,2.9,29,90N,0.0103,CF06_07,8,P.V.C.,1,81,6,909
377,15.7,340,103S,0.021,CF09_02,8,P.V.C.,1,95,6,29
378,14.7,437,103S,0.0045,CF09_02,8,P.V.C.,1,95,6,29
379,14.8,444,103N,0.0179,CF09_05,8,P.V.C.,1,98,6,25
380,10.2,291,103X,0.004,CF09_03,8,P.V.C.,1,96,6,34
381,13.0,265,103S,0.011000000000000001,CF09_02,8,P.V.C.,1,95,6,29
382,2.9,155,90N,0.0054,CF06_07,8,P.V.C.,1,81,6,909
383,2.9,108,90N,0.0546,CF06_07,8,P.V.C.,1,81,6,909
384,54.1,428,90W,0.0072,SC08_06,12,CONCRETE,3,228,2,917
385,15.7,347,90V,0.0071,SC08_01,35,CONCRETE,3,223,2,916
386,2.9,56,89R,0.07,CF06_07,6,H.D.P.E.,1,81,5,878
387,3.5,237,75M,0.004,CF10_05,8,P.V.C.,1,103,6,678
388,2.9,52,90N,0.005,CF06_07,8,P.V.C.,1,81,6,909
389,0.8,147,77T,0.0195,SC03_05,8,P.V.C.,1,197,6,732
390,73.2,11,62G,0.1909,MC03_02,10,P.V.C.,5,151,6,459
391,5.0,138,63L,0.0583,BF04_02,8,H.D.P.E.,1,16,5,487
392,12.5,28,63L,0.1436,BF04_02,8,P.V.C.,1,16,6,487
393,32.7,77,92S,0.0807,VC10_01,10,P.V.C.,3,295,6,956
394,6.0,42,74Y,0.0024,CF12_02,10,P.V.C.,1,112,6,665
395,46.5,331,76N,0.0204,CF04_01,6,CONCRETE,3,63,2,703
396,14.8,245,32E,0.004,MC05_06,24,D.I.,2,167,3,199
397,12.7,60,89G,0.2803,CF05_03,8,P.V.C.,1,72,6,869
398,33.1,501,66N,0.0322,VC02_03,6,V.C.,2,260,8,553
399,35.6,269,74X,0.0137,CF12_02,6,V.C.,2,112,8,664
400,66.3,224,74T,0.0037,CF12_02,10,V.C.,3,112,8,660
401,31.0,232,89N,0.0039,CF07_03,8,P.V.C.,2,84,6,875
402,46.2,8,93X,0.0013,VC10_01,36,CONCRETE,1,295,2,978
403,14.8,286,103P,0.005,CF09_05,8,P.V.C.,1,98,6,26
404,51.6,54,79M,0.0074,VC01_05,10,CONCRETE,4,256,2,774
405,51.5,302,79M,0.0034,VC01_05,10,CONCRETE,3,256,2,774
406,15.9,153,76K,0.0079,CF02_02,8,P.V.C.,1,54,6,700
407,83.5,420,79K,0.0157,VC06_03,6,V.C.,4,278,8,772
408,67.3,565,79F,0.0046,VC06_03,6,CONCRETE,3,278,2,768
409,16.2,170,90X,0.0027,SC08_03,33,P.V.C.,2,225,6,918
410,18.2,377,76Q,0.0193,CF02_02,10,H.D.P.E.,3,54,5,705
411,86.1,31,78A,0.321,SC10_01,6,V.C.,3,235,8,739
412,17.2,208,36R,0.0158,BF06_02,10,P.V.C.,1,30,6,271
413,12.3,350,62D,0.0153,MC02_02,24,P.V.C.,2,146,6,456
414,0.9,306,90N,0.0061,CF06_07,8,H.D.P.E.,1,81,5,909
415,2.9,121,89M,0.035,CF06_07,8,P.V.C.,1,81,6,874
416,2.9,244,89R,0.0051,CF06_07,8,P.V.C.,1,81,6,878
417,15.7,25,90V,0.0088,SC08_01,35,CONCRETE,1,223,2,916
418,29.1,89,76K,0.0367,CF03_01,8,P.V.C.,1,58,6,700
419,23.2,228,76P,0.0233,CF03_01,8,P.V.C.,1,58,6,704
420,5.8,147,76P,0.0081,CF03_02,8,H.D.P.E.,1,59,5,704
421,76.8,107,76P,0.0561,CF03_02,6,V.C.,3,59,8,704
422,78.6,581,76S,0.0455,CF03_01,8,H.D.P.E.,2,58,5,707
423,26.8,914,76K,0.0012,CF03_01,30,CONCRETE,1,58,2,700
424,28.8,61,76J,0.0013,CF04_01,30,D.I.,1,63,3,699
425,0.3,306,75G,0.0229,CF10_04,8,P.V.C.,1,102,6,673
426,0.6,287,62W,0.004,WF02_03,8,P.V.C.,1,314,6,473
427,21.6,176,72A,0.0434,WF05_05,8,P.V.C.,1,330,6,604
428,48.6,245,89K,0.0486,CF05_03,6,CONCRETE,3,72,2,872
429,13.4,23,80K,0.2444,VC01_04,12,D.I.,2,255,3,807
430,13.4,98,80J,0.0041,VC01_04,8,D.I.,2,255,3,806
431,11.3,112,75K,0.0433,CF11_07,12,P.V.C.,1,110,6,676
432,34.7,381,103F,0.0082,SC09_04,10,V.C.,2,232,8,18
433,33.5,403,103F,0.0043,SC09_04,8,V.C.,2,232,8,18
434,6.9,437,63Q,0.0097,BF04_03,8,H.D.P.E.,1,17,5,491
435,52.9,547,93C,0.0004,VC08_01,39,CONCRETE,2,285,2,962
436,3.2,75,75S,0.0144,CF11_06,10,P.V.C.,1,109,6,683
437,7.5,550,71R,0.0022,PCF15_01,36,P.V.C.,1,178,6,599
438,6.2,466,78F,0.0147,SC10_04,8,P.V.C.,1,238,6,744
439,8.3,142,76J,0.026000000000000002,CF10_05,8,P.V.C.,1,103,6,699
440,10.7,40,90J,0.0538,SC05_05,8,H.D.P.E.,1,207,5,905
441,63.7,61,79D,0.0643,VC06_01,6,V.C.,2,276,8,766
442,18.6,65,76D,0.0155,CF01_05,8,D.I.,1,50,3,694
443,35.7,269,91G,0.002,SC04_01,27,V.C.,2,198,8,925
444,0.6,17,62W,0.0535,WF02_03,15,P.V.C.,1,314,6,473
445,7.8,45,62X,0.0091,WF02_03,24,D.I.,1,314,3,474
446,42.1,3,62W,0.7567,WF02_03,8,CONCRETE,2,314,2,473
447,9.6,221,67U,0.0101,VC03_01,8,P.V.C.,1,263,6,578
448,13.8,381,67V,0.0074,VC02_01,8,P.V.C.,1,258,6,579
449,3.9,291,21N,0.0051,BF09_03,8,P.V.C.,1,43,6,158
450,2.9,118,89M,0.0208,CF06_07,8,P.V.C.,1,81,6,874
451,2.9,139,90N,0.0069,CF06_07,8,P.V.C.,1,81,6,909
452,2.9,73,90N,0.0715,CF06_07,8,P.V.C.,1,81,6,909
453,2.9,27,90N,0.0111,CF06_07,8,P.V.C.,1,81,6,909
454,15.7,377,90V,0.005,SC08_01,35,CONCRETE,2,223,2,916
455,16.2,286,90X,0.0041,SC08_03,27,P.V.C.,2,225,6,918
456,2.9,26,90N,0.0223,CF06_07,8,P.V.C.,1,81,6,909
457,13.5,56,76L,0.0004,CF02_02,6,P.V.C.,1,54,6,701
458,19.5,152,76T,0.023,CF03_02,8,V.C.,3,59,8,708
459,24.5,161,76P,0.0037,CF03_02,21,P.V.C.,1,59,6,704
460,13.8,51,76T,0.0165,CF03_02,12,P.V.C.,1,59,6,708
461,12.0,378,76Q,0.0116,CF02_02,8,H.D.P.E.,1,54,5,705
462,20.7,79,66N,0.0062,VC02_03,8,P.V.C.,1,260,6,553
463,85.7,234,63Y,0.0034,BF04_01,15,CONCRETE,4,15,2,499
464,90.6,297,63Y,0.0019,BF04_01,15,CONCRETE,3,15,2,499
465,16.5,236,46H,0.0139,MC04_04,8,P.V.C.,1,160,6,284
466,22.3,795,79Z,0.0005,VC07_01,54,CONCRETE,2,279,2,786
467,3.5,133,93L,0.001,VC09_05,54,FIBERGLASS,2,294,4,969
468,15.2,400,106S,0.0032,VC11_01,24,P.V.C.,2,300,6,84
469,54.9,329,81A,0.006999999999999999,VC03_03,18,V.C.,3,265,8,816
470,1.8,496,73Z,0.0106,CF12_08,8,P.V.C.,1,118,6,642
471,7.8,17,62X,0.0035,WF02_03,24,D.I.,1,314,3,474
472,6.2,127,62W,0.0039,WF02_03,8,D.I.,2,314,3,473
473,7.5,352,76B,0.0047,WF02_01,12,P.V.C.,1,312,6,692
474,0.8,260,79H,0.0058,VC01_05,8,P.V.C.,1,256,6,770
475,49.8,370,91G,0.0009,SC03_01,45,CONCRETE,2,193,2,925
476,28.6,1200,65G,0.0008,BF01_04,54,CONCRETE,3,3,2,527
477,46.1,591,93X,0.0003,VC10_01,36,CONCRETE,1,295,2,978
478,55.4,1023,63Z,0.0,BF04_01,72,CONCRETE,4,15,2,500
479,17.1,191,32T,0.1382,MC05_02,8,P.V.C.,1,163,6,210
480,17.0,80,32N,0.1088,MC05_02,8,P.V.C.,1,163,6,205
481,86.6,492,76N,0.0012,CF04_01,24,CONCRETE,5,63,2,703
482,33.4,154,80D,0.0468,VC03_03,6,V.C.,2,265,8,801
483,13.2,114,76V,0.0487,CF02_04,8,P.V.C.,1,56,6,710
484,48.5,187,89K,0.03,CF05_03,6,CONCRETE,2,72,2,872
485,13.7,112,80K,0.0222,VC01_03,10,P.V.C.,2,254,6,807
486,48.7,95,89G,0.0121,CF05_03,6,V.C.,2,72,8,869
487,82.5,695,62B,0.021,MC03_02,6,CONCRETE,4,151,2,454
488,15.9,200,49U,0.0053,BF02_02,8,P.V.C.,1,5,6,360
489,17.5,121,49U,0.0052,BF02_02,8,P.V.C.,1,5,6,360
490,90.9,479,62D,0.0129,MC02_02,10,V.C.,2,146,8,456
491,16.2,450,90X,0.0042,SC08_03,27,P.V.C.,2,225,6,918
492,13.7,251,90N,0.0477,CF06_07,8,P.V.C.,1,81,6,909
493,1.1,441,75M,0.0126,CF10_02,8,P.V.C.,1,100,6,678
494,3.6,504,75L,0.0396,CF10_05,8,P.V.C.,1,103,6,677
495,0.1,181,62X,0.0033,WF02_03,10,D.I.,4,314,3,474
496,66.2,7,62W,0.0071,WF02_03,6,CONCRETE,1,314,2,473
497,43.2,77,89F,0.0812,CF05_03,6,CONCRETE,2,72,2,868
498,19.0,223,103D,0.0022,SC09_06,15,P.V.C.,1,234,6,16
499,35.7,274,103H,0.0289,SC09_02,6,P.V.C.,1,230,6,20
500,63.2,78,74P,0.0513,CF12_05,6,CONCRETE,3,115,2,656
501,7.5,395,71L,0.0039,PCF15_01,36,P.V.C.,1,178,6,597
502,7.5,400,71Q,0.0038,PCF15_01,36,P.V.C.,1,178,6,598
503,45.7,97,89W,0.0078,CF07_05,12,CONCRETE,2,86,2,883
504,2.1,199,22W,0.01,BF08_02,8,P.V.C.,1,38,6,184
505,3.5,178,22B,0.0039,DC02_03,8,P.V.C.,1,132,6,169
506,34.4,257,31H,0.0023,MC05_04,12,V.C.,1,165,8,191
507,26.6,130,62N,0.01,MC06_02,6,V.C.,1,171,8,465
508,13.6,242,93U,0.0003,VC10_01,48,CONCRETE,1,295,2,976
509,6.0,233,76D,0.0028,CF01_04,10,P.V.C.,2,49,6,694
510,13.8,128,76D,0.0345,CF01_05,24,D.I.,2,50,3,694
511,18.5,354,76D,0.0635,CF01_04,10,H.D.P.E.,1,49,5,694
512,44.1,406,64C,0.0027,BF02_01,33,CONCRETE,2,4,2,508
513,28.7,746,65B,0.0008,BF01_04,54,CONCRETE,2,3,2,526
514,26.3,98,74Y,0.0028,CF12_02,10,D.I.,1,112,3,665
515,41.0,504,79X,0.003,VC07_02,18,CONCRETE,3,280,2,784
516,41.0,385,79T,0.003,VC07_02,18,CONCRETE,3,280,2,780
517,15.9,74,88C,0.0015,CF12_01,12,P.V.C.,1,111,6,842
518,10.9,84,119Z,0.0066,VC11_03,8,P.V.C.,1,302,6,120
519,46.2,18,90A,0.0567,CF04_03,15,CONCRETE,3,65,2,897
520,96.5,127,76D,0.01,CF01_07,6,V.C.,2,52,8,694
521,0.3,184,75G,0.0051,CF10_04,8,P.V.C.,1,102,6,673
522,0.8,279,79H,0.0157,VC01_05,8,P.V.C.,1,256,6,770
523,13.8,161,76Q,0.0086,CF02_02,8,P.V.C.,3,54,6,705
524,20.7,292,66N,0.0199,VC02_03,8,P.V.C.,1,260,6,553
525,19.1,211,62B,0.015,MC03_02,8,P.V.C.,2,151,6,454
526,86.5,118,62D,0.0403,MC02_02,10,V.C.,4,146,8,456
527,0.9,168,90N,0.0136,CF06_07,8,H.D.P.E.,1,81,5,909
528,12.9,22,35U,0.1277,BF09_02,8,P.V.C.,1,42,6,250
529,12.9,63,35U,0.0656,BF09_02,8,P.V.C.,1,42,6,250
530,3.6,16,21Y,0.5338,BF09_03,8,P.V.C.,1,43,6,166
531,28.4,70,76C,0.0007,CF10_01,54,CONCRETE,4,99,2,693
532,65.8,147,77A,0.0495,CF01_07,8,V.C.,2,52,8,715
533,14.6,150,32B,0.0073,MC05_08,24,D.I.,2,169,3,198
534,3.2,57,75W,0.004,CF11_06,8,P.V.C.,1,109,6,687
535,3.2,349,75W,0.0029,CF11_06,10,P.V.C.,1,109,6,687
536,34.7,162,36W,0.004,BF05_01,8,V.C.,1,20,8,276
537,2.1,502,22W,0.005,BF08_02,8,P.V.C.,1,38,6,184
538,2.1,146,22W,0.0199,BF08_02,8,P.V.C.,1,38,6,184
539,28.7,501,65G,0.0008,BF01_04,54,CONCRETE,3,3,2,527
540,87.9,176,62F,0.0035,MC06_04,18,CONCRETE,2,173,2,458
541,22.2,239,93L,0.0008,VC09_05,54,CONCRETE,1,294,2,969
542,43.6,525,64D,0.0018,BF02_01,35,CONCRETE,2,4,2,509
543,44.1,679,64C,0.0027,BF02_01,33,CONCRETE,3,4,2,508
544,4.0,459,92C,0.0465,VC08_04,8,P.V.C.,4,288,6,944
545,45.0,383,63Y,0.004,BF04_01,8,V.C.,2,15,8,499
546,13.5,200,78X,0.0191,SC11_03,8,P.V.C.,1,245,6,760
547,13.4,274,80K,0.0025,VC01_04,16,D.I.,1,255,3,807
548,48.5,9,66Y,0.0233,VC04_01,6,CONCRETE,2,267,2,563
549,27.6,82,65V,0.039,VC02_04,6,V.C.,3,261,8,539
550,19.8,71,78J,0.0051,SC11_01,27,P.V.C.,1,243,6,747
551,22.3,1384,93C,0.0005,VC08_01,54,CONCRETE,3,285,2,962
552,0.2,418,75H,0.0058,CF10_03,8,D.I.,2,101,3,674
553,2.1,414,22W,0.01,BF08_02,8,P.V.C.,1,38,6,184
554,0.1,71,62P,0.0652,MC06_02,8,P.V.C.,1,171,6,466
555,0.5,57,62N,0.079,MC06_02,8,P.V.C.,1,171,6,465
556,13.8,65,76D,0.1142,CF01_04,30,D.I.,1,49,3,694
557,14.2,533,63W,0.0049,CF01_07,24,P.V.C.,1,52,6,497
558,4.6,35,76D,0.0046,CF01_05,8,D.I.,1,50,3,694
559,18.3,338,77A,0.0002,CF01_07,8,CONCRETE,2,52,2,715
560,15.2,101,76D,0.0045,CF01_05,8,D.I.,1,50,3,694
561,10.5,329,75R,0.0123,CF04_01,32,D.I.,1,63,3,682
562,0.9,891,62B,0.0196,MC03_02,8,P.V.C.,2,151,6,454
563,3.5,105,21P,0.0592,BF09_03,8,P.V.C.,1,43,6,159
564,3.4,272,21T,0.0091,BF09_03,10,P.V.C.,1,43,6,162
565,3.4,278,21T,0.0087,BF09_03,10,P.V.C.,1,43,6,162
566,7.5,35,72N,0.0046,CF14_02,36,P.V.C.,2,125,6,614
567,6.0,80,74Y,0.0013,CF12_02,10,P.V.C.,1,112,6,665
568,6.0,52,74Y,0.0019,CF12_02,10,P.V.C.,1,112,6,665
569,33.2,165,65U,0.0061,VC02_05,6,V.C.,3,262,8,538
570,34.6,271,103F,0.004,SC09_04,8,V.C.,1,232,8,18
571,34.6,245,103F,0.004,SC09_04,8,V.C.,1,232,8,18
572,38.2,413,103F,0.0042,SC09_04,8,V.C.,2,232,8,18
573,39.9,322,103C,0.0334,SC09_06,6,V.C.,2,234,8,15
574,30.7,14,65G,0.0021,BF01_04,54,CONCRETE,4,3,2,527
575,6.3,60,78M,0.0165,SC10_06,8,H.D.P.E.,1,240,5,750
576,13.8,95,67U,0.036000000000000004,VC02_01,8,P.V.C.,1,258,6,578
577,35.5,108,67U,0.0235,VC03_01,6,V.C.,1,263,8,578
578,9.6,275,21S,0.0185,BF09_03,8,P.V.C.,1,43,6,161
579,61.7,133,77A,0.0137,CF01_07,8,V.C.,3,52,8,715
580,31.9,1303,66G,0.0008,BF01_03,78,CONCRETE,3,2,2,548
581,45.3,1301,66G,0.0007,BF01_03,96,CONCRETE,3,2,2,548
582,22.3,232,93G,0.0005,VC08_01,54,CONCRETE,2,285,2,966
583,100.4,792,62Y,0.0005,CF01_04,48,CONCRETE,3,49,2,475
584,47.7,291,80D,0.008,VC04_01,6,CONCRETE,2,267,2,801
585,57.3,373,80A,0.0327,VC04_04,6,CONCRETE,3,270,2,798
586,73.2,280,62G,0.0018,MC03_02,10,P.V.C.,2,151,6,459
587,13.0,35,76L,0.1686,CF02_02,8,P.V.C.,1,54,6,701
588,8.8,95,35Y,0.0098,BF05_02,8,P.V.C.,2,21,6,254
589,66.8,182,78M,0.0125,SC10_05,6,V.C.,3,239,8,750
590,11.4,39,75R,0.0018,CF04_01,48,P.V.C.,2,63,6,682
591,5.4,62,62F,0.0182,MC03_02,8,D.I.,1,151,3,458
592,15.9,199,49U,0.005,BF02_02,8,P.V.C.,1,5,6,360
593,17.2,507,36R,0.0125,BF06_02,10,P.V.C.,1,30,6,271
594,67.3,137,62X,0.0058,WF02_03,6,V.C.,2,314,8,474
595,14.7,175,62J,0.059000000000000004,MC06_02,8,P.V.C.,1,171,6,461
596,13.4,787,93Y,0.0003,VC10_01,42,CONCRETE,3,295,2,979
597,3.0,174,62E,0.0101,MC06_04,8,D.I.,1,173,3,457
598,108.7,312,62L,0.0058,MC06_01,6,V.C.,2,170,8,463
599,7.2,377,63N,0.0039,MC01_01,12,P.V.C.,1,141,6,489
600,25.3,39,75Y,0.0015,CF05_01,30,CONCRETE,2,70,2,689
601,4.1,205,35S,0.0512,BF05_03,8,P.V.C.,1,22,6,248
602,87.1,91,90A,0.0033,CF04_03,10,CONCRETE,2,65,2,897
603,16.8,152,74X,0.0077,CF12_02,16,D.I.,1,112,3,664
604,29.1,66,89S,0.0117,CF07_04,18,CONCRETE,2,85,2,879
605,31.0,462,89E,0.0089,CF05_03,6,P.V.C.,1,72,6,867
606,9.7,144,78H,0.0106,SC10_05,8,H.D.P.E.,1,239,5,746
607,66.8,109,78M,0.0275,SC10_05,6,V.C.,3,239,8,750
608,8.8,74,35Y,0.0105,BF05_02,8,P.V.C.,2,21,6,254
609,7.9,137,76H,0.0073,CF01_05,8,P.V.C.,1,50,6,698
610,10.9,274,76L,0.0107,CF02_02,8,P.V.C.,1,54,6,701
611,31.1,33,76K,0.0482,CF03_01,8,P.V.C.,1,58,6,700
612,23.2,168,76P,0.022000000000000002,CF03_01,8,P.V.C.,2,58,6,704
613,13.8,203,76Q,0.0217,CF02_02,8,P.V.C.,3,54,6,705
614,2.0,107,76P,0.0067,CF03_02,8,P.V.C.,1,59,6,704
615,23.2,173,76P,0.0291,CF03_01,8,P.V.C.,1,58,6,704
616,7.7,130,76T,0.0153,CF03_02,8,P.V.C.,1,59,6,708
617,76.5,138,76N,0.0609,CF03_01,6,V.C.,3,58,8,703
618,3.1,353,92D,0.0059,VC08_05,8,D.I.,1,289,3,945
619,13.5,41,78X,0.0181,SC11_03,8,D.I.,2,245,3,760
620,102.8,48,62Y,0.0042,CF01_04,21,CONCRETE,2,49,2,475
621,59.1,304,90N,0.0201,CF06_07,8,P.V.C.,1,81,6,909
622,43.3,950,120C,0.0013,VC11_02,36,V.C.,4,301,8,123
623,3.0,298,79R,0.0064,VC01_06,15,P.V.C.,1,257,6,778
624,11.0,37,22C,0.0049,DC02_03,8,P.V.C.,1,132,6,170
625,34.4,423,31H,0.0473,MC05_04,6,V.C.,2,165,8,191
626,34.4,166,31H,0.0023,MC05_04,12,V.C.,1,165,8,191
627,22.2,657,93Q,0.0009,VC09_05,54,CONCRETE,2,294,2,973
628,13.4,746,93U,0.0004,VC10_01,42,CONCRETE,1,295,2,976
629,35.4,374,103H,0.0059,SC09_02,6,P.V.C.,1,230,6,20
630,38.7,126,103C,0.0319,SC09_02,6,V.C.,2,230,8,15
631,14.4,443,74K,0.0089,CF11_04,8,H.D.P.E.,2,107,5,652
632,7.5,400,71L,0.0038,PCF15_01,36,P.V.C.,1,178,6,597
633,6.0,107,74Y,0.0037,CF12_02,10,P.V.C.,1,112,6,665
634,60.3,205,63D,0.0132,BF03_04,6,CONCRETE,3,11,2,480
635,41.9,1025,61Q,0.0013,WF01_05,36,CONCRETE,2,310,2,443
636,3.2,425,75S,0.0148,CF11_06,10,D.I.,1,109,3,683
637,2.1,103,22W,0.0145,BF08_02,8,P.V.C.,1,38,6,184
638,4.4,431,19Y,0.0035,BF05_08,18,P.V.C.,1,27,6,144
639,0.1,66,62P,0.0379,MC06_02,8,P.V.C.,1,171,6,466
640,3.5,160,22B,0.0039,DC02_03,8,P.V.C.,1,132,6,169
641,0.0,275,62F,0.032,MC06_01,8,P.V.C.,1,170,6,458
642,22.3,319,93D,0.0005,VC08_01,54,CONCRETE,1,285,2,963
643,52.6,710,93D,0.0004,VC08_01,39,CONCRETE,2,285,2,963
644,32.2,17,93C,0.0153,VC08_01,8,D.I.,2,285,3,962
645,41.9,1146,61Q,0.0013,WF01_05,36,CONCRETE,2,310,2,443
646,3.2,182,75S,0.0181,CF11_06,8,P.V.C.,1,109,6,683
647,2.1,206,22W,0.005,BF08_02,8,P.V.C.,1,38,6,184
648,4.6,177,62P,0.004,MC06_02,8,P.V.C.,1,171,6,466
649,5.2,54,62N,0.0326,MC06_02,8,P.V.C.,1,171,6,465
650,13.4,37,19Z,0.0995,BF05_08,8,P.V.C.,1,27,6,145
651,14.4,478,17Y,0.0092,MC05_07,8,P.V.C.,1,168,6,133
652,17.9,261,35X,0.0038,BF05_02,10,P.V.C.,2,21,6,253
653,8.9,77,49W,0.0033,MC02_03,8,D.I.,1,147,3,362
654,12.0,290,49D,0.0045,BF05_02,8,P.V.C.,1,21,6,345
655,13.8,193,67Q,0.0099,VC02_01,8,P.V.C.,1,258,6,574
656,35.6,308,67U,0.0101,VC03_01,6,V.C.,3,263,8,578
657,14.0,11,49C,0.0191,BF02_02,8,P.V.C.,2,5,6,344
658,19.5,207,80N,0.0291,VC01_05,8,P.V.C.,1,256,6,810
659,26.3,282,74Y,0.0021,CF12_02,10,P.V.C.,1,112,6,665
660,62.8,201,77J,0.0164,CF01_02,6,V.C.,3,47,8,723
661,64.9,409,88B,0.0022,CF12_01,12,CONCRETE,3,111,2,841
662,46.7,27,88H,0.0263,CF07_02,24,CONCRETE,3,83,2,847
663,4.0,22,88H,0.0086,CF07_02,24,D.I.,1,83,3,847
664,31.2,189,88H,0.0064,CF07_02,8,V.C.,2,83,8,847
665,39.6,179,67V,0.0182,VC02_01,6,V.C.,2,258,8,579
666,9.6,274,21T,0.0066,BF09_03,10,P.V.C.,1,43,6,162
667,4.6,295,76D,0.0105,CF01_05,8,D.I.,1,50,3,694
668,7.9,106,76H,0.0381,CF01_05,8,P.V.C.,1,50,6,698
669,21.6,365,76K,0.0203,CF02_02,10,P.V.C.,1,54,6,700
670,15.9,192,76K,0.0072,CF02_02,8,P.V.C.,3,54,6,700
671,15.9,169,76K,0.0071,CF02_02,8,P.V.C.,1,54,6,700
672,12.0,57,76Q,0.0074,CF02_02,8,H.D.P.E.,1,54,5,705
673,24.5,25,76P,0.004,CF03_02,21,P.V.C.,1,59,6,704
674,25.3,331,76T,0.009000000000000001,CF03_01,6,V.C.,3,58,8,708
675,87.8,72,62G,0.0043,MC06_04,18,V.C.,2,173,8,459
676,24.5,150,72B,0.0099,WF05_05,10,P.V.C.,1,330,6,605
677,6.7,135,90Q,0.0104,SC05_03,8,P.V.C.,1,205,6,911
678,13.8,144,67U,0.0398,VC02_01,8,P.V.C.,1,258,6,578
679,13.8,156,67U,0.0299,VC02_01,8,P.V.C.,1,258,6,578
680,9.6,175,21T,0.0049,BF09_03,10,P.V.C.,1,43,6,162
681,9.6,271,21N,0.0039,BF09_03,8,P.V.C.,1,43,6,158
682,52.9,591,93D,0.0004,VC08_01,39,CONCRETE,1,285,2,963
683,3.2,351,75S,0.0029,CF11_06,10,P.V.C.,1,109,6,683
684,1.6,3,75H,3.7233,CF10_03,8,P.V.C.,1,101,6,674
685,35.9,133,67V,0.0088,VC03_01,6,V.C.,1,263,8,579
686,9.6,277,21T,0.0158,BF09_03,8,P.V.C.,1,43,6,162
687,3.9,344,21N,0.005,BF09_03,8,P.V.C.,1,43,6,158
688,3.9,265,21N,0.005,BF09_03,8,P.V.C.,1,43,6,158
689,21.6,183,76K,0.0028,CF02_02,10,P.V.C.,1,54,6,700
690,23.2,471,76P,0.001,CF03_01,30,CONCRETE,1,58,2,704
691,19.1,314,76P,0.0055,CF03_01,8,P.V.C.,2,58,6,704
692,24.5,518,76P,0.0039,CF03_02,21,P.V.C.,1,59,6,704
693,13.8,196,76T,0.0039,CF03_02,8,P.V.C.,1,59,6,708
694,13.8,144,67U,0.0313,VC02_01,8,P.V.C.,1,258,6,578
695,35.5,506,67U,0.0317,VC03_01,10,V.C.,1,263,8,578
696,35.6,538,67U,0.0393,VC03_01,6,V.C.,3,263,8,578
697,9.6,273,21S,0.0277,BF09_03,8,P.V.C.,1,43,6,161
698,10.5,331,21S,0.0204,BF09_03,8,P.V.C.,1,43,6,161
699,10.5,475,21S,0.0316,BF09_03,8,P.V.C.,1,43,6,161
700,13.4,291,20W,0.0093,BF05_08,8,P.V.C.,1,27,6,149
701,11.4,36,35X,0.0042,BF05_03,8,P.V.C.,1,22,6,253
702,4.2,1,35Z,0.42,BF05_02,8,P.V.C.,1,21,6,255
703,15.7,216,91W,0.0173,SC06_01,8,P.V.C.,1,210,6,939
704,26.8,21,76K,0.0005,CF04_01,24,D.I.,1,63,3,700
705,10.6,425,76X,0.0151,CF03_04,12,P.V.C.,2,61,6,712
706,51.6,511,89C,0.004,CF05_02,24,CONCRETE,2,71,2,865
707,8.8,40,81J,0.0015,VC01_02,54,D.I.,1,253,3,822
708,28.8,526,81J,0.0014,VC01_02,54,CONCRETE,1,253,2,822
709,76.5,154,76W,0.0188,CF03_03,8,P.V.C.,2,60,6,711
710,62.8,115,77J,0.0244,SC01_03,6,V.C.,3,186,8,723
711,7.7,44,93C,0.0034,VC08_01,24,CONCRETE,2,285,2,962
712,16.6,187,88C,0.0026,CF12_01,21,P.V.C.,1,111,6,842
713,6.9,351,75P,0.0356,CF11_02,8,P.V.C.,1,105,6,680
714,6.0,45,74Y,0.0098,CF12_02,10,P.V.C.,1,112,6,665
